GBS.name..Sample.Flowcell.Lane.Well.,Additional.file.1.xlsx..Romay.et.al..2013.,Inbred.name,Source,Accession,Seed.lot,Notes
PI593015:81FE8ABXX:7:E2,Hi34,Hi34,NCRPIS,PI 593015,97ncab01 SD,
PI593017:81N4HABXX:2:F2,Hi39,Hi39,NCRPIS,PI 593017,97ncab01 SD,
PI593019:81FE8ABXX:7:B5,Hi41,Hi41,NCRPIS,PI 593019,97ncab01 SD,
PI593460:81FENABXX:3:A9,991,991,NCRPIS,PI 593460,07ncai02 SD,
PI594045:81FENABXX:2:H10,B102,B102,NCRPIS,PI 594045,96ncai01 SD,
PI594046:81FENABXX:1:D10,B103,B103,NCRPIS,PI 594046,96ncai01 SD,
PI594047:81N4HABXX:6:E11,B104,B104,NCRPIS,PI 594047,96ncai01 SD,
PI594048:81FENABXX:3:H10,B105,B105,NCRPIS,PI 594048,96ncai01 SD,
PI594049:81FE7ABXX:2:C5,B106,B106,NCRPIS,PI 594049,96ncai01 SD,
PI594050:81N4HABXX:6:A4,N501,N501,NCRPIS,PI 594050,00ncai01 SD,
PI594051:81FE8ABXX:1:G2,N502,N502,NCRPIS,PI 594051,00ncai01 SD,
PI594052:81FE8ABXX:1:D3,N503,N503,NCRPIS,PI 594052,00ncai01 SD,
PI594053:81N4HABXX:6:H2,N504,N504,NCRPIS,PI 594053,00ncai01 SD,
PI594054:81FE8ABXX:4:D11,N505,N505,NCRPIS,PI 594054,00ncai01 SD,
PI594055:81FE8ABXX:1:H4,N506,N506,NCRPIS,PI 594055,00ncai01 SD,
PI594056:81FE8ABXX:1:E9,N507,N507,NCRPIS,PI 594056,00ncai01 SD,
PI594057:81N4HABXX:6:C3,N508,N508,NCRPIS,PI 594057,00ncai01 SD,
PI594058:81N4HABXX:2:D3,N509,N509,NCRPIS,PI 594058,00ncai01 SD,
PI594059:81N4HABXX:6:A8,N510,N510,NCRPIS,PI 594059,00ncai01 SD,
PI594060:81N4HABXX:1:D11,N511,N511,NCRPIS,PI 594060,00ncai01 SD,
PI594061:81N4HABXX:6:A6,N512,N512,NCRPIS,PI 594061,00ncai01 SD,
PI594062:81N4HABXX:6:A3,N513,N513,NCRPIS,PI 594062,00ncai01 SD,
PI594063:81N4HABXX:6:E3,N514,N514,NCRPIS,PI 594063,00ncai01 SD,
PI594064:81FE8ABXX:1:C5,N515,N515,NCRPIS,PI 594064,00ncai01 SD,
PI594064:C07W2ACXX:1:G1,N515,N515,NCRPIS,PI 594064,00ncai01 SD,
PI594064:C07W2ACXX:2:G1,N515,N515,NCRPIS,PI 594064,00ncai01 SD,
PI594064:D0D0BACXX:1:G1,N515,N515,NCRPIS,PI 594064,00ncai01 SD,
PI594064:D0D7RACXX:1:G1,N515,N515,NCRPIS,PI 594064,00ncai01 SD,
PI594064:D0D7RACXX:2:G1,N515,N515,NCRPIS,PI 594064,00ncai01 SD,
PI594065:81FE8ABXX:1:G3,N516,N516,NCRPIS,PI 594065,00ncai01 SD,
PI594066:81FE8ABXX:6:F11,N517,N517,NCRPIS,PI 594066,01ncab01 SD,
PI594067:81FE8ABXX:1:A4,N518,N518,NCRPIS,PI 594067,00ncai01 SD,
PI594068:81N4HABXX:6:D5,N519,N519,NCRPIS,PI 594068,00ncai01 SD,
PI594069:81FE8ABXX:6:H3,N520,N520,NCRPIS,PI 594069,99ncai01 SD,
PI594069:D0D0BACXX:3:G5,N520,N520,NCRPIS,PI 594069,11827,
PI594070:81N4HABXX:6:E8,N521,N521,NCRPIS,PI 594070,01ncab01 SD,
PI594071:81FE8ABXX:1:B5,N523,N523,NCRPIS,PI 594071,00ncai01 SD,
PI594072:81FE8ABXX:1:H2,N524,N524,NCRPIS,PI 594072,00ncai01 SD,
PI594073:81N4HABXX:6:C6,N525,N525,NCRPIS,PI 594073,00ncai01 SD,
PI594074:81N4HABXX:6:D4,N526,N526,NCRPIS,PI 594074,00ncai01 SD,
PI594075:81FE8ABXX:1:C8,N528,N528,NCRPIS,PI 594075,00ncai01 SD,
PI594076:81N4HABXX:6:F4,N529,N529,NCRPIS,PI 594076,00ncai01 SD,
PI594077:81FE8ABXX:1:C6,N530,N530,NCRPIS,PI 594077,00ncai01 SD,
PI594078:81FE8ABXX:1:F9,N532,N532,NCRPIS,PI 594078,00ncai01 SD,
PI594079:81FE8ABXX:4:F9,N533,N533,NCRPIS,PI 594079,00ncai01 SD,
PI594080:81FE8ABXX:1:H6,N534,N534,NCRPIS,PI 594080,00ncai01 SD,
PI594081:81FE8ABXX:6:H9,N535,N535,NCRPIS,PI 594081,00ncai01 SD,
PI594082:81N4HABXX:6:C2,N536,N536,NCRPIS,PI 594082,00ncai01 SD,
PI594083:81N4HABXX:6:A10,N537,N537,NCRPIS,PI 594083,00ncai01 SD,
PI594084:81FE8ABXX:7:G5,N538,N538,NCRPIS,PI 594084,00ncai01 SD,
PI594085:81FE8ABXX:4:C6,N539,N539,NCRPIS,PI 594085,00ncai01 SD,
PI594086:81N4HABXX:6:G2,N540,N540,NCRPIS,PI 594086,00ncai01 SD,
PI594086:D0D0BACXX:4:E4,N540,N540,NCRPIS,PI 594086,12315,
PI594087:81FE8ABXX:1:B2,N541,N541,NCRPIS,PI 594087,00ncai01 SD,
PI594088:81N4HABXX:5:D11,N542,N542,NCRPIS,PI 594088,00ncai01 SD,
PI594089:81FE8ABXX:1:E2,N543,N543,NCRPIS,PI 594089,00ncai01 SD,
PI594090:81N4HABXX:6:C7,N544,N544,NCRPIS,PI 594090,00ncai01 SD,
PI594091:81FE8ABXX:1:D10,N545,N545,NCRPIS,PI 594091,00ncai01 SD,
PI595366:81FENABXX:3:D2,N209,N209,NCRPIS,PI 595366,00ncai01 SD,
PI595367:81FENABXX:7:G6,N215,N215,NCRPIS,PI 595367,00ncai01 SD,
PI595616:81N4HABXX:6:H12,ZS01250,ZS01250,NCRPIS,PI 595616,09ncai01 SD,
PI596354:81N4HABXX:3:F11,N211,N211,NCRPIS,PI 596354,00ncai01 SD,
PI596355:81FE8ABXX:5:D9,N216,N216,NCRPIS,PI 596355,00ncai01 SD,
PI596356:81FE8ABXX:5:B12,N217,N217,NCRPIS,PI 596356,00ncai01 SD,
PI596357:81FENABXX:2:A10,N218,N218,NCRPIS,PI 596357,00ncai01 SD,
PI596499:81FE7ABXX:4:C1,OC12,OC12,NCRPIS,PI 596499,91ncai01 SD,
PI596499:D0D0BACXX:3:B1,OC12,OC12,NCRPIS,PI 596499,11743,
PI596500:81FE7ABXX:6:C4,OC13,OC13,NCRPIS,PI 596500,91ncai01 SD,
PI596500:D0D0BACXX:3:E1,OC13,OC13,NCRPIS,PI 596500,11739,
PI596501:81FE7ABXX:3:C10,OC14,OC14,NCRPIS,PI 596501,95ncai01 SD,
PI596502:81FE7ABXX:5:A3,OC15,OC15,NCRPIS,PI 596502,92ncai01 SD,
PI596502:D0D0BACXX:3:A6,OC15,OC15,NCRPIS,PI 596502,11829,
PI596502:D0D0BACXX:3:C8,OC15,OC15,NCRPIS,PI 596502,11689,
PI596503:81FENABXX:2:B3,OC16,OC16,NCRPIS,PI 596503,95ncai01 SD,
PI596503:D0D0BACXX:3:F6,OC16,OC16,NCRPIS,PI 596503,11665,
PI596504:81FENABXX:2:D8,OC17,OC17,NCRPIS,PI 596504,94ncai01 SD,
PI596505:81FE7ABXX:4:B4,OC18,OC18,NCRPIS,PI 596505,05ncai01 SD,
PI596506:81N4HABXX:7:A7,OC19,OC19,NCRPIS,PI 596506,05ncai01 SD,
PI596627:81N4HABXX:3:B9,Mp710,Mp710,NCRPIS,PI 596627,04ncei01 SD,
PI596628:81FE7ABXX:7:H8,Mp711,Mp711,NCRPIS,PI 596628,04ncei01 SD,
PI596629:81N4HABXX:2:D10,Mp712,Mp712,NCRPIS,PI 596629,04ncei01 SD,
PI597578:81N4HABXX:6:F9,N546,N546,NCRPIS,PI 597578,00ncai01 SD,
PI597925:81FE7ABXX:3:H5,B107,B107,NCRPIS,PI 597925,99ncai01 SD,
PI597926:81FE7ABXX:1:E3,B108,B108,NCRPIS,PI 597926,01ncai01 SD,
PI597927:81FE7ABXX:1:A1,B109,B109,NCRPIS,PI 597927,04ncai02 SD,
PI597927:81FE7ABXX:1:E12,B109,B109,NCRPIS,PI 597927,04ncai01 SD,
PI597927:81FENABXX:4:G12,B109,B109,NCRPIS,PI 597927,99ncai01 SD,
PI600729:81FE7ABXX:4:H11,LP1NRHT,LP1 NR HT,NCRPIS,PI 600729,07ncai01 SD,
PI600751:81N4HABXX:7:C6,SeagullSeventeen,Seagull Seventeen,NCRPIS,PI 600751,03ncai01 SD,
PI600755:81FENABXX:2:E5,LP1CMSHT,LP1 CMS HT,NCRPIS,PI 600755,07ncai01 SD,
PI600755:D0D0BACXX:3:D1,LP1CMSHT,LP1 CMS HT,NCRPIS,PI 600755,11182,
PI600772:81FENABXX:4:D4,FR19,FR19,NCRPIS,PI 600772,98ncai01 SD,
PI600772:D0D0BACXX:3:C5,FR19,FR19,NCRPIS,PI 600772,10326,
PI600791:81N4HABXX:5:F12,LH38,LH38,NCRPIS,PI 600791,06ncai01 SD,
PI600944:81N4HABXX:1:C3,LH39,LH39,NCRPIS,PI 600944,02ncai01 SD,
PI600944:D0D0BACXX:3:G1,LH39,LH39,NCRPIS,PI 600944,11264,
PI600954:81N4HABXX:5:E12,LH119,LH119,NCRPIS,PI 600954,02ncai01 SD,
PI600955:81FE7ABXX:4:E5,LH51,LH51,NCRPIS,PI 600955,02ncai01 SD,
PI600955:D0D0BACXX:3:E6,LH51,LH51,NCRPIS,PI 600955,11835,
PI600956:81FE7ABXX:5:E10,MDF-13D,MDF-13D,NCRPIS,PI 600956,03ncai01 SD,
PI600956:D0D0BACXX:3:C12,MDF-13D,MDF-13D,NCRPIS,PI 600956,11761,
PI600957:81FE8ABXX:5:F11,LH74,LH74,NCRPIS,PI 600957,02ncai01 SD,
PI600957:D0D0BACXX:3:A2,LH74,LH74,NCRPIS,PI 600957,11271,
PI600958:81FE7ABXX:4:E1,FAPW,FAPW,NCRPIS,PI 600958,03ncai01 SD,
PI600959:81FE8ABXX:3:A10,LH145,LH145,NCRPIS,PI 600959,03ncai01 SD,
PI600981:81FENABXX:1:H3,PHG39,PHG39,NCRPIS,PI 600981,03ncai01 SD,
PI600981:D0D0BACXX:3:C2,PHG39,PHG39,NCRPIS,PI 600981,11733,
PI601003:81FENABXX:6:H9,LH143CMS,LH143 CMS,NCRPIS,PI 601003,08ncai01 SD,
PI601004:81N4HABXX:6:B2,LH132,LH132,NCRPIS,PI 601004,08ncai01 SD,
PI601005:81FE8ABXX:3:E9,207,207,NCRPIS,PI 601005,03ncai01 SD,
PI601005:D0D0BACXX:3:E6,207,207,NCRPIS,PI 601005,10428,
PI601006:81FE7ABXX:5:C10,not included,PHG50,NCRPIS,PI 601006,03ncai01 SD,
PI601006:D0D0BACXX:3:G10,PHG50,PHG50,NCRPIS,PI 601006,10745,
PI601007:81FE8ABXX:4:A12,BO9,BO9,NCRPIS,PI 601007,08ncai01 SD,
PI601008-1:81FENABXX:7:E12,PHG35,PHG35,NCRPIS,PI 601008,10ncai01,
PI601008-2:81FENABXX:7:F12,PHG35,PHG35,NCRPIS,PI 601008,10ncai01,
PI601008-3:81FENABXX:7:G12,PHG35,PHG35,NCRPIS,PI 601008,10ncai01,
PI601008:81FENABXX:1:F1,PHG35,PHG35,NCRPIS,PI 601008,07ncai01 SD,
PI601008:D0D0BACXX:3:B3,PHG35,PHG35,NCRPIS,PI 601008,11715,
PI601008:D0D0BACXX:3:D2,PHG35,PHG35,NCRPIS,PI 601008,11732,
PI601009:81FE8ABXX:1:G7,B47,B47,NCRPIS,PI 601009,07ncai01 SD,
PI601009:C07W2ACXX:1:A2,B47,B47,NCRPIS,PI 601009,07ncai01 SD,
PI601009:C07W2ACXX:2:A2,B47,B47,NCRPIS,PI 601009,07ncai01 SD,
PI601009:D0D0BACXX:1:A2,B47,B47,NCRPIS,PI 601009,07ncai01 SD,
PI601009:D0D7RACXX:1:A2,B47,B47,NCRPIS,PI 601009,07ncai01 SD,
PI601009:D0D7RACXX:2:A2,B47,B47,NCRPIS,PI 601009,07ncai01 SD,
PI601026:81FE8ABXX:3:F12,F42,F42,NCRPIS,PI 601026,08ncai01 SD,
PI601037:81FE7ABXX:6:B5,G80,G80,NCRPIS,PI 601037,04ncai01 SD,
PI601079:81FE7ABXX:4:H9,LH123HT,LH123HT,NCRPIS,PI 601079,03ncai01 SD,
PI601079:D0D0BACXX:3:E2,LH123HT,LH123HT,NCRPIS,PI 601079,11730,
PI601080:81FENABXX:1:G3,CR1HT,CR1HT,NCRPIS,PI 601080,03ncai01 SD,
PI601150:81FE8ABXX:5:A4,PHG71,PHG71,NCRPIS,PI 601150,04ncai01 SD,
PI601159:81FE7ABXX:3:C12,6103,6103,NCRPIS,PI 601159,04ncai01 SD,
PI601170:81FE8ABXX:6:D8,LH82,LH82,NCRPIS,PI 601170,04ncai01 SD,
PI601171:81N4HABXX:7:E8,LH93,LH93,NCRPIS,PI 601171,04ncai01 SD,
PI601172:81FENABXX:5:D8,HBA1,HBA1,NCRPIS,PI 601172,05ncai01 SD,
PI601190:81FE8ABXX:5:D6,Q381,Q381,NCRPIS,PI 601190,04ncai01 SD,
PI601191:81FE7ABXX:6:C5,DJ7,DJ7,NCRPIS,PI 601191,04ncai01 SD,
PI601208:81FE8ABXX:5:E2,IB014,IB014,NCRPIS,PI 601208,08ncai01 SD,
PI601209:81FE7ABXX:4:D9,MBNA,MBNA,NCRPIS,PI 601209,05ncai01 SD,
PI601210:81FENABXX:1:E10,78004,78004,NCRPIS,PI 601210,04ncai01 SD,
PI601210:D0D0BACXX:3:G12,78004,78004,NCRPIS,PI 601210,11751,
PI601211:81N4HABXX:7:A2,78010,78010,NCRPIS,PI 601211,07ncai01 SD,
PI601229:81FE7ABXX:5:G2,PHG83,PHG83,NCRPIS,PI 601229,04ncai01 SD,
PI601230:81N4HABXX:1:F11,LH150,LH150,NCRPIS,PI 601230,07ncai01 SD,
PI601269:81N4HABXX:7:F9,5707,5707,NCRPIS,PI 601269,08ncai01 SD,
PI601269:D0D0BACXX:3:G9,5707,5707,NCRPIS,PI 601269,11795,
PI601270:81FENABXX:1:G9,PHG29,PHG29,NCRPIS,PI 601270,05ncai01 SD,
PI601300:81FE8ABXX:1:B9,4676A,4676A,NCRPIS,PI 601300,05ncai01 SD,
PI601300:D0D0BACXX:3:F5,4676A,4676A,NCRPIS,PI 601300,11646,
PI601301:81FE7ABXX:4:A1,78002A,78002A,NCRPIS,PI 601301,08ncai01 SD,
PI601316:81FE7ABXX:6:A7,LH54,LH54,NCRPIS,PI 601316,06ncai01 SD,
PI601317:81FENABXX:1:E5,LH57,LH57,NCRPIS,PI 601317,08ncai01 SD,
PI601318:81N4HABXX:7:C2,PHG47,PHG47,NCRPIS,PI 601318,08ncai01 SD,
PI601319:81FE8ABXX:5:F3,PHG72,PHG72,NCRPIS,PI 601319,05ncai01 SD,
PI601320:81FENABXX:4:C6,PHG84,PHG84,NCRPIS,PI 601320,05ncai01 SD,
PI601320:D0D0BACXX:3:H1,PHG84,PHG84,NCRPIS,PI 601320,11269,
PI601321:81FE8ABXX:5:C2,PHJ40,PHJ40,NCRPIS,PI 601321,08ncai01 SD,
PI601322-1:81FENABXX:7:A5,PHZ51,PHZ51,NCRPIS,PI 601322,10ncai01,
PI601322-2:81FENABXX:7:B5,PHZ51,PHZ51,NCRPIS,PI 601322,10ncai01,
PI601322:81FENABXX:2:C5,PHZ51,PHZ51,NCRPIS,PI 601322,07ncai01 SD,
PI601322:C07W2ACXX:1:E4,PHZ51,PHZ51,NCRPIS,PI 601322,07ncai01 SD,
PI601322:C07W2ACXX:2:E4,PHZ51,PHZ51,NCRPIS,PI 601322,07ncai01 SD,
PI601322:D0D0BACXX:1:E4,PHZ51,PHZ51,NCRPIS,PI 601322,07ncai01 SD,
PI601322:D0D0BACXX:3:E1,PHZ51,PHZ51,NCRPIS,PI 601322,11178,
PI601322:D0D7RACXX:1:E4,PHZ51,PHZ51,NCRPIS,PI 601322,07ncai01 SD,
PI601322:D0D7RACXX:2:E4,PHZ51,PHZ51,NCRPIS,PI 601322,07ncai01 SD,
PI601323:81N4HABXX:4:D10,SX-4-21Tetraploid,SX-4-21 (Tetraploid),NCRPIS,PI 601323,07ncai01 SD,
PI601324:81FE8ABXX:2:D9,SX-4-4Tetraploid,SX-4-4 (Tetraploid),NCRPIS,PI 601324,07ncai01 SD,
PI601324:D0D0BACXX:4:G8,SX-4-4Tetraploid,SX-4-4 (Tetraploid),NCRPIS,PI 601324,12524,
PI601329:81N4HABXX:5:D7,SX-6-10Tetraploid,SX-6-10 (Tetraploid),NCRPIS,PI 601329,06ncai01 SD,
PI601329:D0D0BACXX:4:H5,SX-6-10Tetraploid,SX-6-10 (Tetraploid),NCRPIS,PI 601329,12368,
PI601331:81FE8ABXX:2:D11,SX-6-3Tetraploid,SX-6-3 (Tetraploid),NCRPIS,PI 601331,05ncai01 SD,
PI601332:81FE8ABXX:1:C11,SX-6-7Tetraploid,SX-6-7 (Tetraploid),NCRPIS,PI 601332,05ncai01 SD,
PI601360:81FE7ABXX:4:G5,LH52,LH52,NCRPIS,PI 601360,06ncai01 SD,
PI601360:D0D0BACXX:3:A5,LH52,LH52,NCRPIS,PI 601360,10354,
PI601361:81FENABXX:6:E3,PHR36,PHR36,NCRPIS,PI 601361,06ncai01 SD,
PI601361:D0D0BACXX:3:G12,PHR36,PHR36,NCRPIS,PI 601361,11191,
PI601362:81FE7ABXX:3:E1,PHW17,PHW17,NCRPIS,PI 601362,08ncai01 SD,
PI601374:81FE8ABXX:5:C5,764,764,NCRPIS,PI 601374,06ncai01 SD,
PI601375:81FE8ABXX:1:D9,778,778,NCRPIS,PI 601375,06ncai01 SD,
PI601376:81FE8ABXX:5:H4,779,779,NCRPIS,PI 601376,08ncai01 SD,
PI601376:D0D0BACXX:3:A2,779,779,NCRPIS,PI 601376,10045,
PI601377:81FENABXX:1:H6,794,794,NCRPIS,PI 601377,06ncai01 SD,
PI601402:81FE7ABXX:3:G10,LH146Ht,LH146Ht,NCRPIS,PI 601402,06ncai01 SD,
PI601402:D0D0BACXX:3:A9,LH146Ht,LH146Ht,NCRPIS,PI 601402,10602,
PI601403:81FENABXX:6:F2,LH156,LH156,NCRPIS,PI 601403,06ncai01 SD,
PI601403:D0D0BACXX:3:F12,LH156,LH156,NCRPIS,PI 601403,11198,
PI601404:81N4HABXX:1:A8,LH60,LH60,NCRPIS,PI 601404,06ncai01 SD,
PI601405:81N4HABXX:7:G10,LH85,LH85,NCRPIS,PI 601405,06ncai01 SD,
PI601416:81N4HABXX:7:A8,LH61,LH61,NCRPIS,PI 601416,06ncai01 SD,
PI601417:81FE7ABXX:5:B12,NS701,NS701,NCRPIS,PI 601417,07ncai01 SD,
PI601430:81FE8ABXX:3:A12,807,807,NCRPIS,PI 601430,06ncai01 SD,
PI601430:C07W2ACXX:1:E2,807,807,NCRPIS,PI 601430,06ncai01 SD,
PI601430:C07W2ACXX:2:E2,807,807,NCRPIS,PI 601430,06ncai01 SD,
PI601430:D0D0BACXX:1:E2,807,807,NCRPIS,PI 601430,06ncai01 SD,
PI601430:D0D7RACXX:1:E2,807,807,NCRPIS,PI 601430,06ncai01 SD,
PI601430:D0D7RACXX:2:E2,807,807,NCRPIS,PI 601430,06ncai01 SD,
PI601438:81N4HABXX:6:A12,78371A,78371A,NCRPIS,PI 601438,07ncai01 SD,
PI601439:81FE7ABXX:2:H2,FBHJ,FBHJ,NCRPIS,PI 601439,08ncai01 SD,
PI601440:81FENABXX:1:H4,MBPM,MBPM,NCRPIS,PI 601440,07ncai01 SD,
PI601441:81FE7ABXX:1:D3,PB80,PB80,NCRPIS,PI 601441,07ncai01 SD,
PI601442:81FENABXX:4:C2,PHG86,PHG86,NCRPIS,PI 601442,06ncai01 SD,
PI601457:81N4HABXX:6:H4,IB02,IB02,NCRPIS,PI 601457,08ncai01 SD,
PI601458:81FE8ABXX:1:C3,IBB15,IBB15,NCRPIS,PI 601458,08ncai01 SD,
PI601459:81FE8ABXX:6:H4,IBC2,IBC2,NCRPIS,PI 601459,08ncai01 SD,
PI601466:81FE8ABXX:3:E12,LH59,LH59,NCRPIS,PI 601466,06ncai01 SD,
PI601466:D0D0BACXX:3:B10,LH59,LH59,NCRPIS,PI 601466,10653,
PI601467:81FENABXX:6:G8,PHK05,PHK05,NCRPIS,PI 601467,09ncai01 SD,
PI601468:81FENABXX:2:D9,PHK29,PHK29,NCRPIS,PI 601468,07ncai01 SD,
PI601469:81FE7ABXX:2:G3,PHR25,PHR25,NCRPIS,PI 601469,08ncai01 SD,
PI601470:81FE8ABXX:1:H7,PHV78,PHV78,NCRPIS,PI 601470,07ncai01 SD,
PI601470:D0D0BACXX:3:E12,PHV78,PHV78,NCRPIS,PI 601470,12040,
PI601489:81FENABXX:1:D7,740,740,NCRPIS,PI 601489,07ncai01 SD,
PI601490:81N4HABXX:1:G12,787,787,NCRPIS,PI 601490,07ncai01 SD,
PI601490:D0D0BACXX:3:B8,787,787,NCRPIS,PI 601490,10452,
PI601491:81N4HABXX:6:C8,790,790,NCRPIS,PI 601491,08ncai01 SD,
PI601492:81FE8ABXX:5:G9,793,793,NCRPIS,PI 601492,08ncai01 SD,
PI601493:81FENABXX:5:G11,LH149,LH149,NCRPIS,PI 601493,07ncai01 SD,
PI601494:81N4HABXX:6:B8,LH65,LH65,NCRPIS,PI 601494,07ncai01 SD,
PI601494:D0D0BACXX:3:E4,LH65,LH65,NCRPIS,PI 601494,11611,
PI601495:81FENABXX:1:D9,PHK42,PHK42,NCRPIS,PI 601495,07ncai01 SD,
PI601496:81FE8ABXX:1:A10,PHK76,PHK76,NCRPIS,PI 601496,07ncai01 SD,
PI601497:81FE7ABXX:1:B4,PHN11,PHN11,NCRPIS,PI 601497,09ncai01 SD,
PI601498:81FENABXX:1:G5,PHT55,PHT55,NCRPIS,PI 601498,07ncai01 SD,
PI601499:81FE7ABXX:2:E2,PHT77,PHT77,NCRPIS,PI 601499,08ncai01 SD,
PI601500:81FE7ABXX:1:H10,PHV63,PHV63,NCRPIS,PI 601500,07ncai01 SD,
PI601501:81FE7ABXX:3:D9,PHW65,PHW65,NCRPIS,PI 601501,07ncai01 SD,
PI601502:81N4HABXX:6:B5,W8304,W8304,NCRPIS,PI 601502,07ncai01 SD,
PI601558:81FENABXX:3:B6,11430,11430,NCRPIS,PI 601558,07ncai01 SD,
PI601559:81FE8ABXX:1:B6,2369,2369,NCRPIS,PI 601559,07ncai01 SD,
PI601560:81N4HABXX:6:H5,not included,2MA22,NCRPIS,PI 601560,07ncai01 SD,
PI601560:D0D0BACXX:3:B2,2MA22,2MA22,NCRPIS,PI 601560,11734,
PI601561:81FE7ABXX:4:D7,6M502,6M502,NCRPIS,PI 601561,09ncai01 SD,
PI601562:81FENABXX:3:A12,78551S,78551S,NCRPIS,PI 601562,09ncai01 SD,
PI601563:81N4HABXX:6:B3,87916W,87916W,NCRPIS,PI 601563,07ncai01 SD,
PI601563:D0D0BACXX:3:E6,87916W,87916W,NCRPIS,PI 601563,11664,
PI601564:81FE8ABXX:5:A6,HB8229,HB8229,NCRPIS,PI 601564,09ncai01 SD,
PI601565:81FE7ABXX:4:C12,IBB14,IBB14,NCRPIS,PI 601565,09ncai01 SD,
PI601566:81FE7ABXX:3:C9,MBST,MBST,NCRPIS,PI 601566,07ncai01 SD,
PI601567:81FE7ABXX:4:H5,PHH93,PHH93,NCRPIS,PI 601567,07ncai01 SD,
PI601567:D0D0BACXX:3:F4,PHH93,PHH93,NCRPIS,PI 601567,10244,
PI601568:81FE7ABXX:2:H8,PHM49,PHM49,NCRPIS,PI 601568,07ncai01 SD,
PI601568:D0D0BACXX:3:G6,PHM49,PHM49,NCRPIS,PI 601568,11666,
PI601569:81FENABXX:5:E12,PHN47,PHN47,NCRPIS,PI 601569,07ncai01 SD,
PI601570:81FE8ABXX:5:H5,PHP02,PHP02,NCRPIS,PI 601570,08ncai01 SD,
PI601570:D0D0BACXX:3:F8,PHP02,PHP02,NCRPIS,PI 601570,10583,
PI601571:81FENABXX:4:G5,PHR32,PHR32,NCRPIS,PI 601571,07ncai01 SD,
PI601571:D0D0BACXX:3:B12,not included,PHR32,NCRPIS,PI 601571,11235,
PI601572:81FENABXX:1:B1,PHR47,PHR47,NCRPIS,PI 601572,07ncai01 SD,
PI601573:81FENABXX:6:E2,PHT10,PHT10,NCRPIS,PI 601573,07ncai01 SD,
PI601573:C07W2ACXX:1:G5,PHT10,PHT10,NCRPIS,PI 601573,07ncai01 SD,
PI601573:C07W2ACXX:2:G5,PHT10,PHT10,NCRPIS,PI 601573,07ncai01 SD,
PI601573:D0D0BACXX:1:G5,PHT10,PHT10,NCRPIS,PI 601573,07ncai01 SD,
PI601573:D0D0BACXX:3:D12,PHT10,PHT10,NCRPIS,PI 601573,11760,
PI601573:D0D0BACXX:3:G7,PHT10,PHT10,NCRPIS,PI 601573,11681,
PI601573:D0D7RACXX:1:G5,PHT10,PHT10,NCRPIS,PI 601573,07ncai01 SD,
PI601573:D0D7RACXX:2:G5,PHT10,PHT10,NCRPIS,PI 601573,07ncai01 SD,
PI601574:81FENABXX:4:G9,PHT60,PHT60,NCRPIS,PI 601574,07ncai01 SD,
PI601575:81FENABXX:5:C11,PHW52,PHW52,NCRPIS,PI 601575,07ncai02 SD,
PI601575:D0D0BACXX:3:C6,PHW52,PHW52,NCRPIS,PI 601575,11831,
PI601576:81FE7ABXX:3:B3,PHW79,PHW79,NCRPIS,PI 601576,07ncai01 SD,
PI601583:81FE7ABXX:4:D1,NS501,NS501,NCRPIS,PI 601583,07ncai01 SD,
PI601584:81FE8ABXX:6:A7,not included,OQ603,NCRPIS,PI 601584,07ncai02 SD,
PI601584:D0D0BACXX:3:B9,OQ603,OQ603,NCRPIS,PI 601584,10619,
PI601610:81FE7ABXX:3:F6,H8431,H8431,NCRPIS,PI 601610,07ncai01 SD,
PI601611:81FE8ABXX:6:C1,S8324,S8324,NCRPIS,PI 601611,07ncai01 SD,
PI601612:81FE7ABXX:4:B12,S8326,S8326,NCRPIS,PI 601612,07ncai01 SD,
PI601658:D0D0BACXX:3:C5,1538,1538,NCRPIS,PI 601658,11820,
PI601683:81FENABXX:2:C9,CR14,CR14,NCRPIS,PI 601683,09ncai01 SD,
PI601684:81FE7ABXX:6:E7,WIL900,WIL900,NCRPIS,PI 601684,09ncai01 SD,
PI601685:81FE7ABXX:4:F5,WIL901,WIL901,NCRPIS,PI 601685,09ncai01 SD,
PI601686:81FE7ABXX:4:H3,WIL903,WIL903,NCRPIS,PI 601686,09ncai01 SD,
PI601689:81FENABXX:2:B5,WIL500,WIL500,NCRPIS,PI 601689,09ncai01 SD,
PI601724:81FENABXX:2:G11,E8501,E8501,NCRPIS,PI 601724,09ncai01 SD,
PI601725:81N4HABXX:6:G6,J8606,J8606,NCRPIS,PI 601725,09ncai01 SD,
PI601726:81FENABXX:6:C2,L127,L 127,NCRPIS,PI 601726,09ncai01 SD,
PI601727:81FENABXX:6:H2,L135,L 135,NCRPIS,PI 601727,09ncai01 SD,
PI601728:81FENABXX:5:B1,L139,L 139,NCRPIS,PI 601728,09ncai01 SD,
PI601729:81N4HABXX:7:E9,W8555,W8555,NCRPIS,PI 601729,09ncai01 SD,
PI601745:81FE7ABXX:6:C6,4N506,4N506,NCRPIS,PI 601745,09ncai01 SD,
PI601773:81FE7ABXX:5:C2,PHJ31,PHJ31,NCRPIS,PI 601773,09ncai01 SD,
PI601773:D0D0BACXX:3:D1,PHJ31,PHJ31,NCRPIS,PI 601773,11741,
